17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
5	  1.42140D+09     0      75525.78906      143574
6	  6.36216D+08     0      27684.45508       94247
7	  3.96485D+09     0     117362.37500     3540939
8	  8.40947D+07     1       3527.90649       32375
9	  1.11248D+08     0       4071.27271       11781
10	  6.63235D+07     0       2779.57617       16631
11	  5.90740D+07     0       2492.57397      130119
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
4	  6.17580D+08     0      22714.33008      116500
6	  6.36216D+08     0      27684.45508       94247
7	  3.96485D+09     0     117362.37500     3540939
8	  8.40947D+07     1       3527.90649       32375
9	  1.11248D+08     0       4071.27271       11781
10	  6.63235D+07     0       2779.57617       16631
11	  5.90740D+07     0       2492.57397      130119
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
4	  6.17580D+08     0      22714.33008      116500
5	  1.42140D+09     0      75525.78906      143574
7	  3.96485D+09     0     117362.37500     3540939
8	  8.40947D+07     1       3527.90649       32375
9	  1.11248D+08     0       4071.27271       11781
10	  6.63235D+07     0       2779.57617       16631
11	  5.90740D+07     0       2492.57397      130119
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
4	  6.17580D+08     0      22714.33008      116500
5	  1.42140D+09     0      75525.78906      143574
6	  6.36216D+08     0      27684.45508       94247
8	  8.40947D+07     1       3527.90649       32375
9	  1.11248D+08     0       4071.27271       11781
10	  6.63235D+07     0       2779.57617       16631
11	  5.90740D+07     0       2492.57397      130119
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
4	  6.17580D+08     0      22714.33008      116500
5	  1.42140D+09     0      75525.78906      143574
6	  6.36216D+08     0      27684.45508       94247
7	  3.96485D+09     0     117362.37500     3540939
9	  1.11248D+08     0       4071.27271       11781
10	  6.63235D+07     0       2779.57617       16631
11	  5.90740D+07     0       2492.57397      130119
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
4	  6.17580D+08     0      22714.33008      116500
5	  1.42140D+09     0      75525.78906      143574
6	  6.36216D+08     0      27684.45508       94247
7	  3.96485D+09     0     117362.37500     3540939
8	  8.40947D+07     1       3527.90649       32375
10	  6.63235D+07     0       2779.57617       16631
11	  5.90740D+07     0       2492.57397      130119
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
4	  6.17580D+08     0      22714.33008      116500
5	  1.42140D+09     0      75525.78906      143574
6	  6.36216D+08     0      27684.45508       94247
7	  3.96485D+09     0     117362.37500     3540939
8	  8.40947D+07     1       3527.90649       32375
9	  1.11248D+08     0       4071.27271       11781
11	  5.90740D+07     0       2492.57397      130119
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
30	  8.74996D+07     0       9432.90332      439735
31	  2.71171D+07     0       2820.29297      109484
32	  4.20260D+08     0      24668.91797      761600
33	  4.97174D+07     0       6107.03760      496222
34	  1.06304D+08     0       5789.36523      352143
35	  1.11239D+07     1       1978.27991      424162
36	  7651896.000     1       1226.06885      157047
37	  1.19388D+07     0       1168.63269       68040
38	  6.52818D+07     0       4859.44775      919595
39	  8.83542D+07     0      30742.57227      356700
40	  9.08360D+07     0      12718.56348      386900
41	  4.31513D+07     0       6714.06836      172413
42	  2.00258D+07     0       2280.06812       63379
43	  1.73474D+07     0       7121.27295      967491
44	  9995040.000     0       4468.05566       92100
45	  1.60714D+07     0       7979.81836      224960
46	  1.29617D+07     0      18385.31836      472432
47	  1.87490D+08     0      13540.12305      636293
48        2.24512D+07     0        640.27289        6880
49        1.02907D+08     0       3651.76099      830000
50	  2.69172D+08     0      62135.83594      735268
51	  1.04937D+08     0       8262.09277       13895
52	  5.78281D+07     0       3516.03003         398
53	  8.03404D+08     0     295477.87500     1229737
54	  1.72079D+08     0      16608.33008       38031
55	  6.50176D+07     0       6217.01758      128328
56	  1.21379D+08     0      28566.52344      310400
57	  8.43474D+07     0      19944.99805      115830
58	  2.13935D+07     0       1189.45447         220
59	  1.27295D+08     0      26793.35547      198455
60	  5.62476D+07     1       5195.12744       35920
61	  1.55397D+08     0      19234.67383      120728
62	  1.32638D+09     0     612363.06250     3689631
1	  3.92297D+08     0      12595.02344     3851809
2	  6.73405D+08     0      24881.94727      211208
3	  7.65362D+08     0      28084.61914       96010
4	  6.17580D+08     0      22714.33008      116500
5	  1.42140D+09     0      75525.78906      143574
6	  6.36216D+08     0      27684.45508       94247
7	  3.96485D+09     0     117362.37500     3540939
8	  8.40947D+07     1       3527.90649       32375
9	  1.11248D+08     0       4071.27271       11781
10	  6.63235D+07     0       2779.57617       16631
12	  1.67223D+08     0       5854.53857       16041
13	  5.87400D+07     0       2043.20264      125049
14	  1.12316D+08     0       4237.69434      173800
15	  9.61701D+07     1       3221.99414       15941
16	  2.14041D+08     0       7390.91553     2966150
17	  6.18292D+07     0       3800.19775       50961
18	  2942369.000     0        126.52085       39709
19	  2.57535D+07     0       1341.53772       26600
20	  3.74415D+07     0       1437.90063      103884
21	  5.14960D+07     0       4539.89160       35550
22	  2.90694D+08     0      13732.04492      194885
23	  1.11609D+08     0      11239.60059      471440
24	  1.54792D+08     0      21829.29883      300947
25	  1.19597D+08     0      10475.37207       39449
26	  3.51762D+07     0       1602.34277        8020
27	  1.61482D+08     0      10797.87695     1072067
28	  5.44561D+08     0      49609.23828     3286470
29	  4.20270D+07     0       4302.51563      292132
